S.No.,Local Body Code,Local Body Version,Local Body Name      (In English),Local Body Name (In Local),Local Body Type Code,Local Body Type Name,Parent Local Body Code
905,221627,2,PUTHUNAGARAM,പുതുനഗരം,3,Village Panchayat,6358
906,221454,1,PUTHUPPADY,പുതുപ്പാടി,3,Village Panchayat,6331
907,221407,1,PUTHUPPALLY,പുതുപ്പള്ളി,3,Village Panchayat,6324
908,221880,2,PUTHUR,പുത്തൂര്‍,3,Village Panchayat,6397
909,221543,1,PUZHAKKATTIRI,പുഴക്കാട്ടിരി,3,Village Panchayat,6345
910,221166,5,RAJAKKAD,രാജക്കാട്,3,Village Panchayat,6292
911,221167,2,RAJAKUMARI,രാജകുമാരി,3,Village Panchayat,6292
912,221093,1,RAMAMANGALAM,രാമമംഗലം,3,Village Panchayat,6280
913,221039,4,RAMANKARI,രാമങ്കരി,3,Village Panchayat,6271
914,221227,2,RAMANTHALI,രാമന്തളി,3,Village Panchayat,6299
915,221421,6,RAMAPURAM,രാമപുരം,3,Village Panchayat,6326
916,221744,1,RANNI,റാന്നി,3,Village Panchayat,6375
917,221745,1,RANNI ANGADI,റാന്നി അങ്ങാടി,3,Village Panchayat,6375
918,221746,1,RANNI PAZHAVANGADI,റാന്നി പഴവങ്ങാടി,3,Village Panchayat,6375
919,221747,1,RANNI PERUNAD,റാന്നി പെരുനാട്,3,Village Panchayat,6375
920,221060,2,RAYAMANGALAM,രായമംഗലം,3,Village Panchayat,6275
921,221141,7,SANTHANPARA,ശാന്തന്‍പാറ,3,Village Panchayat,6288
922,221353,1,SASTHANCOTTA,ശാസ്താംകോട്ട,3,Village Panchayat,6316
923,221748,2,SEETHATHODU,സീതത്തോട്,3,Village Panchayat,6375
924,221168,3,SENAPATHY,സേനാപതി,3,Village Panchayat,6292
925,221617,1,SHOLAYAR,ഷോളയൂര്‍,3,Village Panchayat,6356
926,221354,1,SOORANAD NORTH,ശൂരനാട് നോര്‍ത്ത്,3,Village Panchayat,6316
927,221355,1,SOORANAD SOUTH,ശൂരനാട് സൗത്ത്,3,Village Panchayat,6316
928,221687,1,SREEKRISHNAPURAM,ശ്രീകൃഷ്ണപുരം,3,Village Panchayat,6366
929,221052,1,SREEMOOLANAGARAM,ശ്രീമൂലനഗരം,3,Village Panchayat,6281
930,221871,1,SREE NARAYANAPURAM,ശ്രീനാരായണപുരം,3,Village Panchayat,6395
931,221651,4,TACHAMPARA,തച്ചമ്പാറ,3,Village Panchayat,6361
932,221574,1,TANALUR,താനാളൂര്‍,3,Village Panchayat,6350
933,221612,1,TARUR,തരൂര്‍,3,Village Panchayat,6355
934,221567,1,TAVANUR,തവനൂര്‍,3,Village Panchayat,6349
935,221368,1,TEEKOY,തീക്കോയി,3,Village Panchayat,6318
936,221652,1,THACHANATTUKARA,തച്ചനാട്ടുകര,3,Village Panchayat,6361
937,221034,1,THAICATTUSSERY,തൈക്കാട്ടുശ്ശേരി,3,Village Panchayat,6270
938,220986,9,THAKAZHI,തകഴി,3,Village Panchayat,6263
939,221579,1,THALAKKAD,തലക്കാട്,3,Village Panchayat,6351
940,221448,1,THALAKULATHUR,തലക്കുളത്തൂര്‍,3,Village Panchayat,6330
941,221369,1,THALANAD,തലനാട്,3,Village Panchayat,6318
942,221370,1,THALAPPALAM,തലപ്പലം,3,Village Panchayat,6318
943,220987,3,THALAVADI,തലവടി,3,Village Panchayat,6263
944,221349,1,THALAVOOR,തലവൂര്‍,3,Village Panchayat,6315
945,221426,1,THALAYAZHAM,തലയാഴം,3,Village Panchayat,6327
946,221382,1,THALAYOLAPARAMBU,തലയോലപ്പറമ്പ്,3,Village Panchayat,6320
947,221895,1,THALIKULAM,തളിക്കുളം,3,Village Panchayat,6400
948,221455,2,THAMARASSERI,താമരശ്ശേരി,3,Village Panchayat,6331
949,221010,6,THANNEERMUKKAM,തണ്ണീര്‍മുക്കം,3,Village Panchayat,6266
950,221715,2,THANNITHODU,തണ്ണിത്തോട്,3,Village Panchayat,6370
951,221827,1,THANNIYAM,താന്ന്യം,3,Village Panchayat,6387
952,221919,1,THARIYODE,തരിയോട്,3,Village Panchayat,6403
953,221925,1,THAVINHAL,തവിഞ്ഞാല്‍,3,Village Panchayat,6404
954,221014,1,THAZHAKKARA,തഴക്കര,3,Village Panchayat,6267
955,221344,1,THAZHAVA,തഴവ,3,Village Panchayat,6314
956,221559,1,THAZHEKODE,താഴേക്കോട്,3,Village Panchayat,6347
957,221315,1,THEKKUMBHAGAM,തെക്കുംഭാഗം,3,Village Panchayat,6309
958,221908,6,THEKKUMKARA,തെക്കുംകര,3,Village Panchayat,6402
959,221587,1,THENHIPPALAM,തേഞ്ഞിപ്പലം,3,Village Panchayat,6352
960,221653,2,THENKARA,തെങ്കര,3,Village Panchayat,6361
961,221635,1,THENKURISSI,തേന്‍കുറിശ്ശി,3,Village Panchayat,6359
962,221302,1,THENMALA,തെന്മല,3,Village Panchayat,6307
963,221595,1,THENNALA,തെന്നല,3,Village Panchayat,6353
964,221316,1,THEVALAKKARA,തേവലക്കര,3,Village Panchayat,6309
965,221371,3,THIDANAD,തിടനാട്,3,Village Panchayat,6318
966,221482,1,THIKKODI,തിക്കൊടി,3,Village Panchayat,6335
967,221201,2,THILLANKERI,തില്ലങ്കരി,3,Village Panchayat,6296
968,221094,1,THIRUMARADY,തിരുമാറാടി,3,Village Panchayat,6280
969,221695,1,THIRUMITTACODE,തിരുമിറ്റക്കോട്,3,Village Panchayat,6367
970,221580,1,THIRUNAVAYA,തിരുനാവായ,3,Village Panchayat,6351
971,221926,1,THIRUNELLY,തിരുനെല്ലി,3,Village Panchayat,6404
972,221792,2,THIRUPURAM,തിരുപുറം,3,Village Panchayat,6382
973,221602,1,THIRUVALI,തിരുവാലി,3,Village Panchayat,6354
974,221497,1,THIRUVALLUR,തിരുവള്ളൂര്‍,3,Village Panchayat,6338
975,221456,1,THIRUVAMBADI,തിരുവമ്പാടി,3,Village Panchayat,6331
976,221109,2,THIRUVANIYOOR,തിരുവാണിയൂര്‍,3,Village Panchayat,6283
977,220995,2,THIRUVANVANDUR,തിരുവന്‍വണ്ട‍ൂര്‍,3,Village Panchayat,6264
978,221408,1,THIRUVARPU,തിരുവാര്‍പ്പ്,3,Village Panchayat,6319
979,221680,1,THIRUVEGAPURAM,തിരുവേഗപ്പുറ,3,Village Panchayat,6365
980,221885,2,THIRUVILWAMALA,തിരുവില്വാമല,3,Village Panchayat,6398
981,221330,1,THODIYOOR,തൊടിയൂര്‍,3,Village Panchayat,6314
982,221820,1,THOLICODE,തൊളിക്കോട്,3,Village Panchayat,6386
983,221892,3,THOLUR,തോളൂര്‍,3,Village Panchayat,6399
984,221927,1,THONDERNAD,തൊണ്ടര്‍നാട്,3,Village Panchayat,6404
985,221709,1,THOTTAPUZHASSERY,തോട്ടപ്പുഴശ്ശേരി,3,Village Panchayat,6369
986,221688,1,THRIKKADEERI,തൃക്കടീരി,3,Village Panchayat,6363
987,221292,2,THRIKKARIPUR,തൃക്കരിപ്പൂര്‍,3,Village Panchayat,6306
988,221304,1,THRIKKARUVA,തൃക്കരുവ,3,Village Panchayat,6310
989,221400,1,THRIKKODITHANAM,തൃക്കൊടിത്താനം,3,Village Panchayat,6323
990,221340,4,THRIKKOVILVATTOM,തൃക്കോവില്‍വട്ടം,3,Village Panchayat,6313
991,221004,1,THRIKKUNNAPUZHA,തൃക്കുന്നപ്പുഴ,3,Village Panchayat,6265
992,221696,3,THRITHALA,തൃത്താല,3,Village Panchayat,6367
993,221729,2,THUMPAMON,തുമ്പമണ്‍,3,Village Panchayat,6372
994,221502,1,THUNERI,തൂണേരി,3,Village Panchayat,6339
995,221028,3,THURAVOOR,തുറവൂര്‍,3,Village Panchayat,6269
996,221053,1,THURAVOOR,തുറവൂര്‍,3,Village Panchayat,6273
997,221483,1,THURAYUR,തുറയൂര്‍,3,Village Panchayat,6335
998,221603,1,THUVVUR,തുവ്വൂര്‍,3,Village Panchayat,6881
999,221604,1,TRIKKALANGODE,തൃക്കലങ്ങോട്,3,Village Panchayat,6354
1000,221858,3,TRIKKUR,തൃക്കൂര്‍,3,Village Panchayat,6393
1001,221214,1,TRIPPANGOTTUR,തൃപ്രങ്ങോട്ടൂര്‍,3,Village Panchayat,6298
1002,221581,1,TRIPRANGODE,തൃപ്പങ്ങോട്,3,Village Panchayat,6351
1003,221427,2,TV PURAM,ടി.വി.പുരം,3,Village Panchayat,6327
1004,221247,2,UDAYAGIRI,ഉദയഗിരി,3,Village Panchayat,6301
1005,221076,1,UDAYAMPERUR,ഉദയംപേരൂര്‍,3,Village Panchayat,6277
1006,221428,2,UDAYANAPURAM,ഉദയനാപുരം,3,Village Panchayat,6327
1007,221265,1,UDMA,ഉദുമ,3,Village Panchayat,6303
1008,221169,3,UDUMBANCHOLA,"ഉടുമ്പന്&zwj,ചോല",3,Village Panchayat,6292
1009,221147,1,UDUMBANOOR,ഉടുമ്പന്നൂര്‍,3,Village Panchayat,6289
1010,221194,2,ULIKKAL,"ഉളിക്കല്&zwj,",3,Village Panchayat,6295
1011,221441,1,ULIYERI,ഉളിയേരി,3,Village Panchayat,6329
1012,221361,1,UMMANNUR,ഉമ്മന്നൂര്‍,3,Village Panchayat,6317
1013,221442,1,UNNIKULUM,ഉണ്ണിക്കുളം,3,Village Panchayat,6329
1014,221161,2,UPPUTHARA,ഉപ്പുതറ,3,Village Panchayat,6291
1015,221534,1,URAKAM,ഊരകം,3,Village Panchayat,6353
1016,221515,1,URUNGATTIRI,ഉറങ്ങാട്ടിരി,3,Village Panchayat,6341
1017,221821,1,UZHAMALACKAL,ഉഴമലയ്ക്കല്‍,3,Village Panchayat,6386
1018,221422,1,UZHAVOOR,ഉഴവൂര്‍,3,Village Panchayat,6326
1019,221623,1,VADAKARAPATHY,വടകരപ്പതി,3,Village Panchayat,6357
1020,221613,1,VADAKKANCHERI,വടക്കഞ്ചേരി,3,Village Panchayat,6355
1021,221104,1,VADAKKEKARA,വടക്കേക്കര,3,Village Panchayat,6282
1022,221896,3,VADANAPPILLY,വാടാനപ്പള്ളി,3,Village Panchayat,6400
1023,221749,1,VADASSERIKKARA,വടശ്ശേരിക്കര,3,Village Panchayat,6375
1024,221628,1,VADAVANNUR,വടവന്നൂര്‍,3,Village Panchayat,6358
1025,221110,2,VADAVUCODE PUTHEN CRUZ,വടവുകോട് പുത്തന്‍കുരിശ്,3,Village Panchayat,6283
1026,221838,1,VADEKKEKAD,വടക്കേക്കാട്,3,Village Panchayat,6389
1027,221401,1,VAKATHANAM,വാകത്താനം,3,Village Panchayat,6323
1028,221762,3,VAKKOM,വക്കം,3,Village Panchayat,6377
1029,221084,1,VALAKOM,വാളകം,3,Village Panchayat,6278
1030,221206,2,VALAPATTANAM,വളപ്പട്ടണം,3,Village Panchayat,6297
1031,221897,1,VALAPPAD,വലപ്പാട്,3,Village Panchayat,6400
1032,221576,1,VALAVANNUR,വളവന്നൂര്‍,3,Village Panchayat,6350
1033,221503,3,VALAYAM,വളയം,3,Village Panchayat,6339
1034,221293,3,VALIYAPARAMBA,വലിയപറമ്പ,3,Village Panchayat,6306
1035,221842,5,VALLACHIRA,വല്ലച്ചിറ,3,Village Panchayat,6390
1036,221681,1,VALLAPUZHA,വല്ലപ്പുഴ,3,Village Panchayat,6363
1037,221886,4,VALLATHOL NAGAR,വള്ളത്തോള്‍ നഗര്‍,3,Village Panchayat,6398
1038,221716,2,VALLICODE,വള്ളിക്കോട്,3,Village Panchayat,6370
1039,221589,2,VALLIKKUNNU,വള്ളിക്കുന്ന്,3,Village Panchayat,6352
1040,220981,1,VALLIKUNNAM,വള്ളികുന്നം,3,Village Panchayat,6262
1041,221808,1,VAMANAPURAM,വാമനപുരം,3,Village Panchayat,6384
1042,221614,1,VANDAZHY,വണ്ടാഴി,3,Village Panchayat,6362
1043,221162,5,VANDENMEDU,വണ്ടന്‍മേട്,3,Village Panchayat,6291
1044,221135,3,VANDIPERIYAR,വണ്ടിപ്പെരിയാര്‍,3,Village Panchayat,6287
1045,221664,1,VANIAMKULAM,വാണിയംകുളം,3,Village Panchayat,6363
1046,221504,4,VANIMEL,വാണിമേല്‍,3,Village Panchayat,6339
1047,221148,1,VANNAPURAM,വണ്ണപുരം,3,Village Panchayat,6289
1048,221859,3,VARANDARAPPILLY,വരന്തരപ്പിള്ളി,3,Village Panchayat,6393
1049,221071,1,VARAPPETTY,വാരപ്പെട്ടി,3,Village Panchayat,6276
1050,221044,1,VARAPUZHA,വരാപ്പുഴ,3,Village Panchayat,6272
1051,221909,3,VARAVOOR,വരവൂര്‍,3,Village Panchayat,6402
1052,221154,1,VATHIKUDY,വാത്തിക്കുടി,3,Village Panchayat,6290
1053,221568,1,VATTAMKULAM,വട്ടംകുളം,3,Village Panchayat,6349
1054,221142,1,VATTAVADA,വട്ടവട,3,Village Panchayat,6288
1055,221029,1,VAYALAR,വയലാര്‍,3,Village Panchayat,6269
1056,221522,1,VAZHAKKAD,വാഴക്കാട്,3,Village Panchayat,6342
1057,221115,3,VAZHAKKULAM,വാഴക്കുളം,3,Village Panchayat,6284
1058,221402,1,VAZHAPPALLY,വാഴപ്പള്ളി,3,Village Panchayat,6323
1059,221155,2,VAZHATHOPE,വാഴത്തോപ്പ്,3,Village Panchayat,6290
1060,221523,3,VAZHAYUR,"വാഴയൂര്&zwj,",3,Village Panchayat,6342
1061,221553,1,VAZHIKKADAVU,വഴിക്കടവ്,3,Village Panchayat,6346
1062,221433,1,VAZHOOR,വാഴൂര്‍,3,Village Panchayat,6328
1063,221429,1,VECHOOR,വെച്ചൂര്‍,3,Village Panchayat,6327
1064,221750,1,VECHUCHIRA,വെച്ചൂച്ചിറ,3,Village Panchayat,6375
1065,221005,1,VEEYAPURAM,വീയപുരം,3,Village Panchayat,6265
1066,221311,1,VELINALLUR,വെളിനല്ലൂര്‍,3,Village Panchayat,6308
1067,221336,1,VELIYAM,വെളിയം,3,Village Panchayat,6312
1068,221040,1,VELIYANAD,വെളിയനാട്,3,Village Panchayat,6271
1069,221565,1,VELIYANCODE,വെളിയന്‍കോട്,3,Village Panchayat,6348
1070,221423,1,VELIYANNOOR,വെളിയന്നൂര്‍,3,Village Panchayat,6326
1071,221928,1,VELLAMUNDA,വെള്ളമുണ്ട,3,Village Panchayat,6404
1072,221822,2,VELLANAD,വെള്ളനാട്,3,Village Panchayat,6386
1073,221901,1,VELLANGALLUR,വെള്ളാങ്ങല്ലൂര്‍,3,Village Panchayat,6401
1074,221800,3,VELLARADA,വെള്ളറട,3,Village Panchayat,6383
1075,221129,1,VELLATHOOVAL,വെള്ളത്തൂവല്‍,3,Village Panchayat,6286
1076,221434,1,VELLAVOOR,വെള്ളാവൂര്‍,3,Village Panchayat,6328
1077,221689,1,VELLINEZHI,വെള്ളിനേഴി,3,Village Panchayat,6366
1078,221149,3,VELLIYAMATTOM,വെളിയാമറ്റം,3,Village Panchayat,6289
1079,221902,3,VELLOOKKARA,വേളൂക്കര,3,Village Panchayat,6401
1080,221383,3,VELLOOR,"വെള്ളൂര്&zwj,",3,Village Panchayat,6320
1081,221478,1,VELOM,വേളം,3,Village Panchayat,6334
1082,221910,3,VELUR,"വേലൂര്&zwj,",3,Village Panchayat,6391
1083,221779,1,VEMBAYAM,വെമ്പായം,3,Village Panchayat,6380
1084,221215,2,VENGAD,വേങ്ങാട്,3,Village Panchayat,6302
1085,221755,1,VENGANOOR,വെങ്ങാനൂര്‍,3,Village Panchayat,6376
1086,221920,1,VENGAPPALLY,വേങ്ങപ്പള്ളി,3,Village Panchayat,6403
1087,221596,1,VENGARA,വേങ്ങര,3,Village Panchayat,6353
1088,221116,1,VENGOLA,വെങ്ങോല,3,Village Panchayat,6284
1089,221061,1,VENGOOR,വേങ്ങൂര്‍,3,Village Panchayat,6275
1090,221875,1,VENKITANGU,വെങ്കിടങ്ങ്,3,Village Panchayat,6396
1091,220996,2,VENMONY,വെണ്മണി,3,Village Panchayat,6264
1092,221560,1,VETTATHUR,വെട്ടത്തൂര്‍,3,Village Panchayat,6347
1093,221362,1,VETTIKKAVALA,വെട്ടിക്കവല,3,Village Panchayat,6317
1094,221582,1,VETTOM,വെട്ടം,3,Village Panchayat,6351
1095,221815,2,VETTOOR,"വെട്ടൂര്&zwj,",3,Village Panchayat,6385
1096,221409,2,VIJAYAPURAM,വിജയപുരം,3,Village Panchayat,6324
1097,221350,1,VILAKUDY,വിളക്കുടി,3,Village Panchayat,6315
1098,221785,2,VILAPPIL,"വിളപ്പില്&zwj,",3,Village Panchayat,6381
1099,221786,2,VILAVOORKKAL,"വിളവൂര്&zwj,ക്കല്&zwj,",3,Village Panchayat,6381
1100,221682,1,VILAYUR,വിളയൂര്‍,3,Village Panchayat,6365
1101,221498,1,VILLIYAPPALLY,വില്യാപ്പള്ളി,3,Village Panchayat,6338
1102,221823,1,VITHURA,വിതുര,3,Village Panchayat,6386
1103,221285,2,VORKADY,"വോര്&zwj,ക്കാടി",3,Village Panchayat,6305
1104,221921,1,VYTHIRI,വൈത്തിരി,3,Village Panchayat,6403
1105,221605,3,WANDOOR,വണ്ടൂര്‍,3,Village Panchayat,6354
1106,221294,5,WEST ELERI,വെസ്റ്റ് എളേരി,3,Village Panchayat,6885
1107,221356,1,WEST KALLADA,വെസ്റ്റ് കല്ലട,3,Village Panchayat,6316
