S.No.;State Code;State Name (In English);District Code;District Name (In English);Sub-District Code;Sub-District Name (In English);Village Code;Village Version;Village Name (In Englsih);Village Name (In Local);Village Status;Census 2001 Code;Census 2011 Code
1275;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628481;1;Kallara;കല്ലറ;Inhabitant;00130300;628481
1276;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628504;1;Karakulam (CT);കരകുളം;Inhabitant;00132200;628504
1277;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;913453;2;Karuppur;കരുപ്പൂൂർ;Inhabitant;;000000
1278;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628489;1;Koliyakode;കോലിയക്കോട്;Inhabitant;00131100;628489
1279;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628486;1;Kurupuzha;കുറുപുഴ;Inhabitant;00130800;628486
1280;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628490;1;Manikkal;മാണിക്കൽ;Inhabitant;00131200;628490
1281;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;913452;1;Nedumangad;നെടുമങ്ങാട്;Inhabitant;;000000
1282;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628479;1;Nellanad;നെല്ലനാട്;Inhabitant;00130100;628479
1283;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628485;1;Palode;പാലോട്;Inhabitant;00130700;628485
1284;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628487;1;Panavoor;പനവൂർ;Inhabitant;00130900;628487
1285;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628482;1;Pangode;പാങ്ങോട്;Inhabitant;00130400;628482
1286;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628483;1;Peringamala;പെരിങ്ങമ്മല;Inhabitant;00130500;628483
1287;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628488;1;Pullampara;പുല്ലമ്പാറ;Inhabitant;00131000;628488
1288;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628491;1;Theakada;തേക്കട;Inhabitant;00131300;628491
1289;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628484;1;Thennoor;തെന്നൂർ;Inhabitant;00130600;628484
1290;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628493;1;Tholicode;തൊളിക്കോട്;Inhabitant;00131500;628493
1291;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628497;1;Uzhamalackal;ഉഴമലയ്ക്കൽ;Inhabitant;00131900;628497
1292;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628480;1;Vamanapuram;വാമനപുരം;Inhabitant;00130200;628480
1293;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628503;1;Vattappara (CT);വട്ടപ്പാറ;Inhabitant;00132100;628503
1294;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628500;4;Vellanad;വെള്ളനാട്;Inhabitant;00132400;628500
1295;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628498;1;Vembayam;വെമ്പായം;Inhabitant;00132000;628498
1296;32;KERALA;565;THIRUVANANTHAPURAM;5690;Nedumangad;628494;1;Vithura;വിതുര;Inhabitant;00131600;628494
1297;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628529;1;Anavoor;ആനാവൂർ;Inhabitant;00135200;628529
1298;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628544;1;Athiyannur (CT);അതിയന്നൂർ;Inhabitant;00135000;628544
1299;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;916070;1;Balaramapuram;ബാലരാമപുരം;Inhabitant;;000000
1300;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628533;1;Chenkal (Part);ചെങ്കൽ;Inhabitant;00135800;628533
1301;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628545;1;Kanjiramkulam (CT);കാഞ്ഞിരംകുളം;Inhabitant;00136100;628545
1302;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628532;1;Karode;കാരോട്;Inhabitant;00135700;628532
1303;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628536;1;Karumkulam;കരുംകുളം;Inhabitant;00136200;628536
1304;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628531;1;Kollayil (Part);കൊല്ലയിൽ;Inhabitant;00135400;628531
1305;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628537;1;Kottukal (Part);കോട്ടുകാൽ;Inhabitant;00136300;628537
1306;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628534;1;Kulathoor;കുളത്തൂർ;Inhabitant;00135900;628534
1307;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628530;1;Kunnathukal;കുന്നത്തുകാൽ;Inhabitant;00135300;628530
1308;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;913454;1;Neyyattinkara;നെയ്യാറ്റിൻകര;Inhabitant;;000000
1309;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628543;2;Pallichal (CT);പള്ളിച്ചൽ;Inhabitant;00134900;628543
1310;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628547;1;Parassala (CT);പാറശ്ശാല;Inhabitant;00135600;628547
1311;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628546;1;Parasuvaikkal (CT);പരശ്ശുുവെയ്ക്കൽ;Inhabitant;00135500;628546
1312;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628528;1;Perumkadavila;പെരുങ്കടവിള;Inhabitant;00135100;628528
1313;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;913455;1;Perumpazhuthur;പെരുമ്പഴുതൂർ;Inhabitant;;000000
1314;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;916069;1;Poovar;പൂവാർ;Inhabitant;;000000
1315;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628535;2;Thirupuram;തിരുപുറം;Inhabitant;00136000;628535
1316;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628525;1;Vellarada;വെള്ളറട;Inhabitant;00134500;628525
1317;32;KERALA;565;THIRUVANANTHAPURAM;5692;Neyyattinkara;628538;1;Vizhinjam (Part);വിഴിഞ്ഞം;Inhabitant;00136400;628538
1318;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628508;1;Andoorkonam;അണ്ടൂർക്കോണം;Inhabitant;00133100;628508
1319;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913456;1;Attipra;ആറ്റിപ്ര;Inhabitant;;000000
1320;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913457;1;Cheruvackal;ചെറുവയ്ക്കൽ;Inhabitant;;000000
1321;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628512;1;Iroopara (CT);അയിരൂപ്പാറ;Inhabitant;00133400;628512
1322;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913458;1;Kadakampalli;കടകംപള്ളി;Inhabitant;;000000
1323;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628505;1;Kadinamkulam;കഠിനംകുളം;Inhabitant;00132700;628505
1324;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628517;1;Kalliyoor (CT);കല്ലിയൂർ;Inhabitant;00133600;628517
1325;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913459;1;Kawdiar;കവഡിയാർ;Inhabitant;;000000
1326;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628519;3;Kazhakkoottam(OG);കഴക്കൂട്ടം;Inhabitant;41404000;628519
1327;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628507;1;Keezhthonnakkal;കീഴ്‍തോന്നക്കൽ;Inhabitant;00133000;628507
1328;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628515;3;Kudappanakkunnu (CT);കുടപ്പനക്കുന്ന്;Inhabitant;41404000;628515
1329;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913462;1;Manacadu;മണക്കാട്;Inhabitant;;000000
1330;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628506;1;Melthonnakkal;മേൽതോന്നക്കൽ;Inhabitant;00132900;628506
1331;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628509;1;Menamkulam;മേനംകുളം;Inhabitant;00133300;628509
1332;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913463;1;Muttathara;മുട്ടത്തറ;Inhabitant;;000000
1333;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913464;1;Nemom;നേമം;Inhabitant;;000000
1334;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628511;1;Pallippuram (CT);പള്ളിപ്പുറം;Inhabitant;00133200;628511
1335;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913466;1;Pangappara;പാങ്ങപ്പാറ;Inhabitant;;000000
1336;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913465;1;Pattom;പട്ടം;Inhabitant;;000000
1337;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913467;1;Peroorkada;പേരൂർക്കട;Inhabitant;;000000
1338;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913468;1;Pettah;പേട്ട;Inhabitant;;000000
1339;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913469;1;Sasthamangalam;ശാസ്തമംഗലം;Inhabitant;;000000
1340;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913470;1;Thirumala;തിരുമല;Inhabitant;;000000
1341;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913471;1;Thiruvallam;തിരുവല്ലം;Inhabitant;;000000
1342;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913472;1;Thycaud;തൈക്കാട്;Inhabitant;;000000
1343;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628513;3;Uliyazhathura (CT);ഉളിയാഴത്തുറ;Inhabitant;00133500;628513
1344;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913474;3;Ulloor;ഉള്ളൂർ;Inhabitant;;000000
1345;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;913475;1;Vanchiyoor;വഞ്ചിയൂർ;Inhabitant;;000000
1346;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628516;3;Vattiyoorkavu (CT);വട്ടിയൂർക്കാവ്;Inhabitant;41404000;628516
1347;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628510;1;Veiloor (CT);വെയിലൂർ;Inhabitant;00132800;628510
1348;32;KERALA;565;THIRUVANANTHAPURAM;5691;Thiruvananthapuram;628518;1;Venganoor (CT);വെങ്ങാനൂർ;Inhabitant;00133700;628518
1349;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628453;2;Ayiroor;അയിരൂർ;Inhabitant;00127500;628453
1350;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628454;2;Chemmaruthy;ചെമ്മരുതി;Inhabitant;00127600;628454
1351;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;913837;1;Cherunniyoor;ചെറുന്നിയൂർ;Inhabitant;;000000
1352;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628452;2;Edava;ഇടവ;Inhabitant;00127400;628452
1353;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628458;2;Kudavoor;കുടവൂർ;Inhabitant;00128000;628458
1354;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628457;2;Madavoor;മടവൂർ;Inhabitant;00127900;628457
1355;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628468;2;Manamboor;മണമ്പൂർ;Inhabitant;00129100;628468
1356;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628455;2;Navaikulam;നാവായിക്കുളം;Inhabitant;00127700;628455
1357;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628466;2;Ottoor;ഒറ്റൂൂർ;Inhabitant;00128800;628466
1358;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628456;2;Pallickal;പള്ളിക്കൽ;Inhabitant;00127800;628456
1359;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;913451;1;Varkala;വർക്കല;Inhabitant;;000000
1360;32;KERALA;565;THIRUVANANTHAPURAM;5946;Varkala;628467;3;Vettoor;വെട്ടൂർ;Inhabitant;00128900;628467
1361;32;KERALA;566;THRISSUR;5939;Chalakkudy;627915;2;Alathur;ആലത്തൂർ;Inhabitant;00079200;627915
1362;32;KERALA;566;THRISSUR;5939;Chalakkudy;627905;6;Alur;ആളൂർ;Inhabitant;00077600;627905
1363;32;KERALA;566;THRISSUR;5939;Chalakkudy;627912;2;Annallur;അണ്ണല്ലൂൂർ;Inhabitant;00078600;627912
1364;32;KERALA;566;THRISSUR;5939;Chalakkudy;916115;1;Athirappally;അതിരപ്പള്ളി;Inhabitant;;000000
1365;32;KERALA;566;THRISSUR;5939;Chalakkudy;913639;1;East Chalakkudy;കിഴക്കെ ചാലക്കുടി;Inhabitant;;000000
1366;32;KERALA;566;THRISSUR;5939;Chalakkudy;627904;2;Elanjipra;എലഞ്ഞിപ്ര;Inhabitant;00077500;627904
1367;32;KERALA;566;THRISSUR;5939;Chalakkudy;627917;2;Kakkulissery;കാക്കുളിശ്ശേരി;Inhabitant;00079400;627917
1368;32;KERALA;566;THRISSUR;5939;Chalakkudy;627927;2;Kallettumkara (CT);കല്ലേറ്റുുംകര;Inhabitant;00076800;627927
1369;32;KERALA;566;THRISSUR;5939;Chalakkudy;627940;2;Kallur Thekkummuri (CT);കല്ലൂൂർ തെക്കേമുറി;Inhabitant;00079100;627940
1370;32;KERALA;566;THRISSUR;5939;Chalakkudy;627938;2;Kallur Vadakkummuri (CT);കല്ലൂൂർ വടക്കേമുറി;Inhabitant;00078700;627938
1371;32;KERALA;566;THRISSUR;5939;Chalakkudy;627914;2;Kizhakkummuri;കിഴക്കുംമുറി;Inhabitant;00079000;627914
1372;32;KERALA;566;THRISSUR;5939;Chalakkudy;627898;2;Kodakara;കൊടകര;Inhabitant;00076900;627898
1373;32;KERALA;566;THRISSUR;5939;Chalakkudy;627902;2;Kodassery;കോടശ്ശേരി;Inhabitant;00077300;627902
1374;32;KERALA;566;THRISSUR;5939;Chalakkudy;627916;2;Kuruvilassery;കുരുവിലശ്ശേരി;Inhabitant;00079300;627916
1375;32;KERALA;566;THRISSUR;5939;Chalakkudy;627901;2;Kuttichira;കുറ്റിച്ചിറ;Inhabitant;00077200;627901
1376;32;KERALA;566;THRISSUR;5939;Chalakkudy;627899;2;Mattathur;മറ്റത്തൂർ;Inhabitant;00077000;627899
1377;32;KERALA;566;THRISSUR;5939;Chalakkudy;627913;2;Melur;മേലൂർ;Inhabitant;00078900;627913
1378;32;KERALA;566;THRISSUR;5939;Chalakkudy;627890;2;Mupliyam;മുപ്ളിയം;Inhabitant;00075400;627890
1379;32;KERALA;566;THRISSUR;5939;Chalakkudy;627937;5;Muringoor Thekkmmuri;മുരിങ്ങൂർ തെക്കുംമുറി;Inhabitant;40728000;627937
1380;32;KERALA;566;THRISSUR;5939;Chalakkudy;627936;2;Muringur Vadakkummuri (CT);മുരിങ്ങൂർ വടക്കുംമുറി;Inhabitant;00078800;627936
1381;32;KERALA;566;THRISSUR;5939;Chalakkudy;627891;2;Nandipulam;നന്ദിപുലം;Inhabitant;00075500;627891
1382;32;KERALA;566;THRISSUR;5939;Chalakkudy;627903;3;Pariyaram;പരിയാരം;Inhabitant;00077400;627903
1383;32;KERALA;566;THRISSUR;5939;Chalakkudy;913636;1;Perambra;പേരാമ്പ്ര;Inhabitant;;000000
1384;32;KERALA;566;THRISSUR;5939;Chalakkudy;913637;1;Potta;പോട്ട;Inhabitant;;000000
1385;32;KERALA;566;THRISSUR;5939;Chalakkudy;627906;2;Thazhekkad;താഴെക്കാട്;Inhabitant;00077700;627906
1386;32;KERALA;566;THRISSUR;5939;Chalakkudy;627918;2;Thirumukkulam;തിരുമുക്കുളം;Inhabitant;00079500;627918
1387;32;KERALA;566;THRISSUR;5939;Chalakkudy;627911;2;Vadakkumbhagom;വടക്കുംഭാഗം;Inhabitant;00078500;627911
1388;32;KERALA;566;THRISSUR;5939;Chalakkudy;627939;2;Vadama (CT);വടമ;Inhabitant;00078400;627939
1389;32;KERALA;566;THRISSUR;5939;Chalakkudy;627889;2;Varandarappilly;വരന്തരപ്പിള്ളി;Inhabitant;00075300;627889
1390;32;KERALA;566;THRISSUR;5939;Chalakkudy;627900;2;Vellikulangara;വെള്ളിക്കുളങ്ങര;Inhabitant;00077100;627900
1391;32;KERALA;566;THRISSUR;5939;Chalakkudy;913638;1;West Chalakkudy;പടിഞ്ഞാറെ ചാലക്കുടി;Inhabitant;;000000
1392;32;KERALA;566;THRISSUR;5653;Chavakkad;627786;1;Annakara;അന്നകര;Inhabitant;00067100;627786
1393;32;KERALA;566;THRISSUR;5653;Chavakkad;627804;1;Brahmakulam (CT);ബ്രഹ്മകുളം;Inhabitant;40710000;627804
1394;32;KERALA;566;THRISSUR;5653;Chavakkad;913644;1;Chavakkad;ചാവക്കാട്;Inhabitant;;000000
1395;32;KERALA;566;THRISSUR;5653;Chavakkad;627796;1;Edakkazhiyur (CT);എടക്കഴിയൂർ;Inhabitant;00066600;627796
1396;32;KERALA;566;THRISSUR;5653;Chavakkad;627805;1;Elavally (CT);എളവള്ളി;Inhabitant;00067000;627805
1397;32;KERALA;566;THRISSUR;5653;Chavakkad;627789;1;Engandiyur;ഏങ്ങണ്ടിയൂർ;Inhabitant;00067600;627789
1398;32;KERALA;566;THRISSUR;5653;Chavakkad;913648;1;Guruvayur;ഗുരുവായൂർ;Inhabitant;;000000
1399;32;KERALA;566;THRISSUR;5653;Chavakkad;627787;1;Irimbranallur;ഇരിമ്പ്രനെല്ലൂൂർ;Inhabitant;00067400;627787
1400;32;KERALA;566;THRISSUR;5653;Chavakkad;627799;3;Iringaprom (CT);ഇരിങ്ങപ്രം;Inhabitant;40705000;627799
1401;32;KERALA;566;THRISSUR;5653;Chavakkad;627785;1;Kadappuram;കടപ്പുറം;Inhabitant;00066800;627785
1402;32;KERALA;566;THRISSUR;5653;Chavakkad;627792;1;Kadikkad (CT);കടിക്കാട്;Inhabitant;00066200;627792
1403;32;KERALA;566;THRISSUR;5653;Chavakkad;627788;1;Kundazhiyur;കുണ്ടലിയൂർ;Inhabitant;00067500;627788
1404;32;KERALA;566;THRISSUR;5653;Chavakkad;931686;1;Manathala;മണത്തല;Inhabitant;;000000
1405;32;KERALA;566;THRISSUR;5653;Chavakkad;627808;1;Mullassery (CT);മുല്ലശ്ശേരി;Inhabitant;00067200;627808
1406;32;KERALA;566;THRISSUR;5653;Chavakkad;627790;1;Nattika;നാട്ടിക;Inhabitant;00067900;627790
1407;32;KERALA;566;THRISSUR;5653;Chavakkad;627801;1;Orumanayur (CT);ഒരുമനയൂർ;Inhabitant;00066900;627801
1408;32;KERALA;566;THRISSUR;5653;Chavakkad;627806;1;Pavaratty (CT);പാവറട്ടി;Inhabitant;40709000;627806
1409;32;KERALA;566;THRISSUR;5653;Chavakkad;627800;3;Perakam (CT);പേരകം;Inhabitant;40704000;627800
1410;32;KERALA;566;THRISSUR;5653;Chavakkad;627798;3;Pookode (CT);പൂക്കോട്;Inhabitant;40706000;627798
1411;32;KERALA;566;THRISSUR;5653;Chavakkad;627795;1;Punnayur (CT);പുന്നയൂർ;Inhabitant;00066500;627795
1412;32;KERALA;566;THRISSUR;5653;Chavakkad;627793;1;Punnayurkulam (CT);പുന്നയൂർക്കുളം;Inhabitant;00066300;627793
1413;32;KERALA;566;THRISSUR;5653;Chavakkad;627811;1;Talikkulam (CT);തളിക്കുളം;Inhabitant;00067800;627811
1414;32;KERALA;566;THRISSUR;5653;Chavakkad;627803;3;Thaikkad (CT);തൈക്കാട്;Inhabitant;40707000;627803
1415;32;KERALA;566;THRISSUR;5653;Chavakkad;627794;1;Vadakkekad (CT);വടക്കേക്കാട്;Inhabitant;00066400;627794
1416;32;KERALA;566;THRISSUR;5653;Chavakkad;627810;1;Vadanappally (CT);വാടാനപ്പള്ളി;Inhabitant;00067700;627810
1417;32;KERALA;566;THRISSUR;5653;Chavakkad;627791;1;Valappad;വലപ്പാട്;Inhabitant;00068000;627791
1418;32;KERALA;566;THRISSUR;5653;Chavakkad;627809;1;Venkitangu (CT);വെങ്കിടങ്ങ്;Inhabitant;00067300;627809
1419;32;KERALA;566;THRISSUR;5653;Chavakkad;627807;1;Venmanad (CT);വെന്മനാട്;Inhabitant;40711000;627807
1420;32;KERALA;566;THRISSUR;5653;Chavakkad;627797;1;Vylathur (CT);വൈലത്തൂർ;Inhabitant;00066700;627797
1421;32;KERALA;566;THRISSUR;5655;Kodungallur;627880;1;Ala (CT);ആല;Inhabitant;00073800;627880
1422;32;KERALA;566;THRISSUR;5655;Kodungallur;627872;1;Azhikode;അഴിക്കോട്;Inhabitant;00074000;627872
1423;32;KERALA;566;THRISSUR;5655;Kodungallur;627874;1;Chendrappini (CT);ചെന്ത്രാപ്പിന്നി;Inhabitant;00073100;627874
1424;32;KERALA;566;THRISSUR;5655;Kodungallur;627873;1;Edathiruthy (CT);എടത്തിരുത്തി;Inhabitant;00073000;627873
1425;32;KERALA;566;THRISSUR;5655;Kodungallur;627879;1;Edavilangu (CT);എടവിലങ്ങ്;Inhabitant;00073900;627879
1426;32;KERALA;566;THRISSUR;5655;Kodungallur;627885;1;Eriyad (OG);എറിയാട്;Inhabitant;40722000;627885
1427;32;KERALA;566;THRISSUR;5655;Kodungallur;627875;1;Kaipamangalam (CT);കൈപ്പമംഗലം;Inhabitant;00073200;627875
1428;32;KERALA;566;THRISSUR;5655;Kodungallur;627870;1;Koolimuttam;കൂളിമുട്ടം;Inhabitant;00073500;627870
1429;32;KERALA;566;THRISSUR;5655;Kodungallur;913781;1;Lokamaleswaram;ലോകമലേശ്വരം;Inhabitant;;000000
1430;32;KERALA;566;THRISSUR;5655;Kodungallur;627884;1;Madathumpady (CT);മടത്തുംപടി;Inhabitant;00074300;627884
1431;32;KERALA;566;THRISSUR;5655;Kodungallur;627882;3;Methala (CT);മേത്തല;Inhabitant;40723000;627882
1432;32;KERALA;566;THRISSUR;5655;Kodungallur;627871;1;Padinjare Vemballur;പടിഞ്ഞാറെ വെമ്പല്ലൂൂർ;Inhabitant;00073600;627871
1433;32;KERALA;566;THRISSUR;5655;Kodungallur;627881;1;Pallippuram (CT);പള്ളിപ്പുുറം;Inhabitant;00074100;627881
1434;32;KERALA;566;THRISSUR;5655;Kodungallur;627878;1;Panangad (CT);പനങ്ങാട്;Inhabitant;00073700;627878
1435;32;KERALA;566;THRISSUR;5655;Kodungallur;627877;1;Pappinivattom (CT);പാപ്പിനിവട്ടം;Inhabitant;00073400;627877
1436;32;KERALA;566;THRISSUR;5655;Kodungallur;627876;1;Perinjanam (CT);പെരിഞ്ഞനം;Inhabitant;00073300;627876
1437;32;KERALA;566;THRISSUR;5655;Kodungallur;627883;1;Poyya (CT);പൊയ്യ;Inhabitant;00074200;627883
1438;32;KERALA;566;THRISSUR;5655;Kodungallur;913780;1;Pullut;പുല്ലൂൂറ്റ്;Inhabitant;;000000
1439;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627774;2;Akathiyoor (CT);അകത്തിയൂർ;Inhabitant;40701000;627774
1440;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627783;5;Aloor (CT);ആളൂർ;Inhabitant;00063500;627783
1441;32;KERALA;566;THRISSUR;6598;Kunnamkulam;913641;2;Anjur;അഞ്ഞൂർ;Inhabitant;;000000
1442;32;KERALA;566;THRISSUR;6598;Kunnamkulam;913643;2;Arthat;അർത്താറ്റ്;Inhabitant;;000000
1443;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627739;2;Chemmanthatta;ചെമ്മന്തട്ട;Inhabitant;00063200;627739
1444;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627773;2;Chiramanangad (CT);ചിറമനങ്ങാട്;Inhabitant;00062400;627773
1445;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627777;2;Chiranellur (CT);ചിറനെല്ലൂൂർ;Inhabitant;00063700;627777
1446;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627776;2;Choondal (CT);ചൂണ്ടൽ;Inhabitant;00063400;627776
1447;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627736;3;Chowwannur;ചൊവ്വന്നൂര്;Inhabitant;00062500;627736
1448;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627782;2;Eranellur (CT);എരനെല്ലൂൂർ;Inhabitant;00063600;627782
1449;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627772;2;Eyyal (CT);ഇയ്യാൽ;Inhabitant;00063300;627772
1450;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627715;2;Kadangode;കടങ്ങോട്;Inhabitant;00059500;627715
1451;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627760;2;Kadavallur (CT);കടവല്ലൂൂർ;Inhabitant;00059200;627760
1452;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627784;2;Kandanassery (CT);കണ്ടാണിശ്ശേരി;Inhabitant;00063000;627784
1453;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627738;3;Kanipayyur;കാണിപ്പയ്യൂർ;Inhabitant;00063100;627738
1454;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627763;2;Karikkad (CT);കരിക്കാട്;Inhabitant;00059300;627763
1455;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627771;2;Kariyannur (CT);കരിയന്നൂർ;Inhabitant;00062200;627771
1456;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627761;2;Kattakampal (CT);കാട്ടാകാമ്പൽ;Inhabitant;00062800;627761
1457;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627742;2;Kiralur;കിരാലൂർ;Inhabitant;00064100;627742
1458;32;KERALA;566;THRISSUR;6598;Kunnamkulam;913642;2;Kunnamkulam;കുന്നംകുളം;Inhabitant;;000000
1459;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627737;2;Mangad (Part);മങ്ങാട്;Inhabitant;00062900;627737
1460;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627764;2;Nelluwaya (CT);നെല്ലുവായ്;Inhabitant;00062100;627764
1461;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627762;2;Pazhanji (CT);പഴഞ്ഞി;Inhabitant;00062700;627762
1462;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627714;2;Perumpilavu;പെരുമ്പിലാവ്;Inhabitant;00059400;627714
1463;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627775;2;Porkulam (CT);പോർക്കുളം;Inhabitant;00062600;627775
1464;32;KERALA;566;THRISSUR;6598;Kunnamkulam;627741;2;Thayyur;തയ്യൂർ;Inhabitant;00063900;627741
